,Make,Model,Investigation_Type,Event_Date,Aircraft_damage,Amateur_Built,Number_of_Engines,Engine_Type,Purpose_of_flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured
66404,AYRES CORPORATION,S2R-G1,Accident,2009-05-21,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,1.0,0.0
66405,MOONEY,M20J,Accident,2009-05-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66408,BEECH,B19,Accident,2009-05-21,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66410,WSK PZL MIELEC,M-18A,Accident,2009-05-22,Substantial,No,1.0,turbo prop,Aerial Application,0.0,1.0,0.0,0.0
66411,CESSNA,182E,Accident,2009-05-22,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,1.0,0.0
66414,CESSNA,320D,Accident,2009-05-23,Substantial,No,2.0,reciprocating,Personal,4.0,0.0,0.0,0.0
66420,AYRES CORPORATION,S2R-T34,Accident,2009-05-23,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,0.0,1.0
66422,CESSNA,182,Accident,2009-05-23,Substantial,No,1.0,reciprocating,Skydiving,0.0,2.0,0.0,3.0
66423,Aerotrike,Safari,Accident,2009-05-23,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,1.0
66424,STINSON,SR-8B,Accident,2009-05-24,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66425,AEROTEK,PITTS SPEC,Accident,2009-05-24,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66426,JABIRU,J230-SP,Accident,2009-05-24,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66428,AERO COMMANDER,500 S,Accident,2009-05-25,Substantial,No,2.0,reciprocating,Personal,1.0,0.0,1.0,0.0
66429,CESSNA,210,Accident,2009-05-25,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
66431,ENSTROM HELICOPTER CORP,280C,Accident,2009-05-25,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66432,CESSNA,152,Accident,2009-05-25,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
66435,CESSNA,U206C,Accident,2009-05-25,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66436,ROBINSON HELICOPTER COMPANY,R44 II,Accident,2009-05-25,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
66437,PIPER,PA-28-161,Accident,2009-05-26,Substantial,No,1.0,reciprocating,Instructional,0.0,2.0,0.0,0.0
66438,CESSNA,172A,Accident,2009-05-26,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66439,MAULE,M-5-210C,Accident,2009-05-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
66440,PIPER,PA-38-112,Accident,2009-05-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66446,MOONEY,M20D,Accident,2009-05-29,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66449,BELL,47G,Accident,2009-05-30,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,1.0,0.0
66450,CESSNA,172M,Accident,2009-05-30,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66452,CESSNA,177,Accident,2009-05-30,Substantial,No,1.0,reciprocating,Positioning,0.0,0.0,0.0,2.0
66454,HUGHES,369A,Accident,2009-05-30,Substantial,No,1.0,turbo shaft,Personal,0.0,0.0,0.0,2.0
66455,CESSNA,150M,Accident,2009-05-30,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66457,PIPER,PA-22,Accident,2009-05-31,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
66460,PIPER,PA-28-181,Accident,2009-05-31,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66462,CESSNA,T188C,Accident,2009-05-31,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
66463,CESSNA,182P,Accident,2009-05-31,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
66467,TAYLORCRAFT,BC12-D,Accident,2009-01-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66468,PIPER,PA28,Accident,2009-01-06,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66470,CESSNA,172H,Accident,2009-01-06,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66471,CESSNA,172S,Accident,2009-02-06,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66472,CESSNA,A185F,Accident,2009-02-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66474,CESSNA,140,Accident,2009-02-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66475,HUGHES,369D,Accident,2009-02-06,Substantial,No,1.0,turbo shaft,External Load,0.0,0.0,1.0,0.0
66476,CESSNA,A188B,Accident,2009-03-06,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
66477,BEECH,F33A,Accident,2009-03-06,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,3.0
66478,CESSNA,182M,Accident,2009-03-06,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66480,CHAMPION,7ECA,Accident,2009-03-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66482,HUGHES,OH-6A,Accident,2009-04-06,Substantial,No,1.0,turbo shaft,Public Aircraft - Federal,0.0,0.0,0.0,2.0
66483,CESSNA,550,Accident,2009-05-06,Substantial,No,2.0,turbo fan,Executive/corporate,0.0,0.0,0.0,3.0
66486,BELL,47G,Accident,2009-05-06,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,1.0,0.0
66488,BEECH,S35,Accident,2009-05-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66490,DE HAVILLAND,Vampire MK-3,Accident,2009-06-06,Substantial,No,1.0,turbo jet,Personal,0.0,0.0,1.0,0.0
66495,TAYLORCRAFT,BC12-D,Accident,2009-06-06,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,1.0,0.0
66496,PIPER,J3C-65,Accident,2009-06-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66498,CESSNA,180J,Accident,2009-07-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
66499,DE HAVILLAND,DHC-2,Accident,2009-07-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
66501,GREAT LAKES,2T-1A-2,Accident,2009-07-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66502,PIPER,PA-18-150,Accident,2009-07-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66505,TRICK TRIKES,STORM THUNDER,Accident,2009-08-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
66506,CESSNA,182T,Accident,2009-08-06,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66507,MEYERS,OTW,Accident,2009-08-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66509,TAYLORCRAFT,BC12-D,Accident,2009-08-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66510,CIRRUS DESIGN CORP,SR22,Incident,2009-09-06,Minor,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66515,AGUSTA SPA,A109E,Accident,2009-10-06,Destroyed,No,2.0,turbo shaft,Public Aircraft - State,2.0,0.0,1.0,0.0
66516,CESSNA,210,Accident,2009-10-06,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
66520,CESSNA,172RG,Accident,2009-10-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
66522,CESSNA,170B,Accident,2009-11-06,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66523,ROBINSON HELICOPTER,R22 BETA,Accident,2009-11-06,Substantial,No,1.0,reciprocating,Other Work Use,1.0,0.0,0.0,0.0
66525,HILLER,UH-12E,Accident,2009-11-06,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
66526,BELLANCA,14-19,Accident,2009-11-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66527,PILATUS AIRCRAFT LTD,PC-12/47,Accident,2009-12-06,Substantial,No,1.0,turbo prop,Executive/corporate,0.0,0.0,0.0,7.0
66528,CESSNA,175A,Accident,2009-12-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66529,BELL,206B,Accident,2009-12-06,Substantial,No,1.0,turbo shaft,Instructional,0.0,0.0,0.0,2.0
66531,AERO COMMANDER,S2R,Accident,2009-12-06,Destroyed,No,1.0,reciprocating,Aerial Application,1.0,0.0,0.0,0.0
66532,CESSNA,150,Accident,2009-12-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66533,AVIAT AIRCRAFT INC,A-1A,Accident,2009-12-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66534,AIR TRACTOR,AT-402A,Accident,2009-12-06,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,0.0,1.0
66535,MAULE,M-5-235C,Accident,2009-12-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66537,PIPER,PA-36-285,Accident,2009-12-06,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
66538,CESSNA,177 RG,Accident,2009-06-13,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66539,DIAMOND AIRCRAFT IND INC,DA 40,Accident,2009-06-13,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66540,BEECH,F33A,Accident,2009-06-13,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66543,CESSNA,150H,Accident,2009-06-13,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66544,SCHWEIZER,269C-1,Accident,2009-06-13,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66546,PIPER,PA-28R-180,Accident,2009-06-14,Substantial,No,1.0,reciprocating,Instructional,3.0,0.0,0.0,0.0
66549,PIPER,PA-18-150,Accident,2009-06-14,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66550,AVIAT,A1,Accident,2009-06-14,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66552,AERONCA,7AC,Accident,2009-06-14,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
66553,BEECH,C17B,Accident,2009-06-14,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66554,AIR TRACTOR,AT-602,Accident,2009-06-14,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,0.0,1.0
66560,AIRBORNE WINDSPORTS PTY LTD,XT-912,Accident,2009-06-15,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66561,CESSNA,180F,Accident,2009-06-15,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
66563,CESSNA,A188B,Accident,2009-06-15,Substantial,No,1.0,reciprocating,Business,0.0,0.0,0.0,1.0
66566,Cirrus Design Corporation,SR22,Accident,2009-06-17,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66567,CESSNA,150L,Accident,2009-06-17,Substantial,No,1.0,reciprocating,Positioning,1.0,0.0,0.0,0.0
66568,CESSNA,207,Accident,2009-06-17,Substantial,No,1.0,reciprocating,Other Work Use,0.0,1.0,0.0,2.0
66569,CHAMPION,7ECA,Accident,2009-06-17,Substantial,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
66571,GRUMMAN,G-164A,Accident,2009-06-18,Substantial,No,1.0,reciprocating,Aerial Application,0.0,1.0,0.0,0.0
66573,SCHWEIZER,269C-1,Accident,2009-06-18,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,1.0,0.0
66574,CESSNA,152,Accident,2009-06-18,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66575,PIPER,PA-18-150,Accident,2009-06-18,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66577,BELLANCA,17-31ATC,Accident,2009-06-19,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66579,AYRES CORPORATION,S2R-600,Accident,2009-06-19,Destroyed,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
66580,LUSCOMBE,8,Accident,2009-06-19,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
66582,CESSNA,R182,Accident,2009-06-19,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
66586,PIPER,PA-28-161,Accident,2009-06-20,Substantial,No,1.0,reciprocating,Instructional,0.0,2.0,0.0,0.0
66587,AIRCRAFT MFG & DEVELOPMENT CO,CH 601XL S,Accident,2009-06-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66589,MOONEY,M20TN,Accident,2009-06-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66590,CESSNA,A188B,Accident,2009-06-20,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
66591,PIPER,PA-24,Accident,2009-06-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
66592,CESSNA,172H,Accident,2009-06-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66593,CESSNA,182,Accident,2009-06-20,Substantial,No,1.0,reciprocating,Public Aircraft - State,0.0,0.0,0.0,1.0
66594,ROBINSON,R22,Accident,2009-06-21,Substantial,No,1.0,reciprocating,Instructional,0.0,2.0,0.0,0.0
66596,CESSNA,T206H,Accident,2009-06-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66598,BEECH,V35A,Accident,2009-06-21,Substantial,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
66599,CESSNA,172M,Accident,2009-06-22,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
66601,CESSNA,177 RG,Accident,2009-06-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66602,CESSNA,172N,Accident,2009-06-22,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,1.0,2.0
66603,PIPER,PA-18-150,Accident,2009-06-22,Substantial,No,1.0,reciprocating,Public Aircraft,0.0,2.0,0.0,0.0
66604,PIPER,L-21B,Accident,2009-06-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66605,PIPER,PA-22-150,Accident,2009-06-22,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66607,BUCKEYE,DREAM MACH,Accident,2009-06-23,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
66608,CESSNA,150G,Accident,2009-06-23,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
66609,PIPER,PA-28-180,Accident,2009-06-23,Substantial,No,1.0,reciprocating,Personal,3.0,0.0,0.0,0.0
66612,CESSNA,177B,Accident,2009-06-23,Substantial,No,1.0,reciprocating,Instructional,0.0,1.0,0.0,0.0
66614,AVIAT,Husky,Accident,2009-06-23,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66616,PIETENPOL,GN-1,Accident,2009-06-24,Destroyed,Yes,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66617,CESSNA,210-5(205),Accident,2009-06-24,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
66618,STINSON,108-3,Accident,2009-06-24,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66620,EUROCOPTER,AS 350 B2,Accident,2009-06-24,Substantial,No,1.0,turbo shaft,Instructional,0.0,0.0,0.0,2.0
66621,CESSNA,152,Accident,2009-06-24,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66624,ROBINSON,R22,Accident,2009-06-25,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66625,BEECH,B95,Accident,2009-06-25,Substantial,No,2.0,reciprocating,Personal,4.0,0.0,0.0,0.0
66628,MAULE,M-5-235C,Accident,2009-06-25,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66629,PIPER,PA-31T1,Accident,2009-06-25,Substantial,No,2.0,turbo prop,Positioning,0.0,0.0,0.0,2.0
66630,Robinson Helicopter Company,R44 II,Accident,2009-06-25,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66634,QUICKSILVER,MXII SPORT,Accident,2009-06-25,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
66635,ROBINSON HELICOPTER,R22 BETA,Accident,2009-06-26,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66637,PIPER,PA-32R-300,Accident,2009-06-26,Substantial,No,1.0,reciprocating,Personal,3.0,1.0,1.0,0.0
66640,PIPER,PA-25-235,Accident,2009-06-27,Substantial,No,1.0,reciprocating,Aerial Application,0.0,1.0,0.0,0.0
66642,CESSNA,172D,Accident,2009-06-27,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66643,WACO CLASSIC AIRCRAFT,YMF-F5C,Accident,2009-06-27,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66645,CESSNA,172P,Accident,2009-06-27,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,3.0
66646,CHAMPION,7GCAA,Accident,2009-06-27,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66647,CESSNA,172M,Accident,2009-06-28,Substantial,No,1.0,reciprocating,Personal,2.0,0.0,1.0,0.0
66648,CESSNA,170A,Accident,2009-06-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66649,CESSNA,152,Accident,2009-06-28,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66652,SCHEMPP-HIRTH,VENTUS 2CM,Accident,2009-06-29,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66653,CHAMPION,7GCAA,Accident,2009-06-29,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66655,BOEING,A75N1(PT17),Accident,2009-06-29,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66656,CIRRUS DESIGN CORP,SR22,Accident,2009-06-29,Substantial,No,1.0,reciprocating,Positioning,0.0,0.0,0.0,1.0
66657,CESSNA,LC-126C,Accident,2009-06-30,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
66659,AIR TRACTOR INC,AT-602,Accident,2009-06-30,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,0.0,1.0
66661,DIAMOND AIRCRAFT IND INC,DA 20-C1,Accident,2009-01-07,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66662,REPUBLIC,RC-3,Accident,2009-01-07,Substantial,No,1.0,reciprocating,Instructional,0.0,1.0,1.0,0.0
66663,AYRES,S2R-G6,Accident,2009-01-07,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,1.0,0.0
66665,CESSNA,T210L,Accident,2009-01-07,Substantial,No,1.0,reciprocating,Business,0.0,0.0,0.0,1.0
66666,CESSNA,R172K,Accident,2009-01-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
66668,CESSNA,172S,Accident,2009-02-07,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66669,CESSNA,172S,Accident,2009-02-07,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66670,CESSNA,172N,Accident,2009-02-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66671,MOONEY,M20,Accident,2009-02-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
66672,PIPER,PA-28-140,Accident,2009-02-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66673,BELL HELICOPTER TEXTRON,206L-1,Accident,2009-02-07,Substantial,No,1.0,turbo shaft,External Load,0.0,0.0,1.0,0.0
66674,PIPER,PA-30,Accident,2009-03-07,Substantial,No,2.0,reciprocating,Personal,0.0,3.0,1.0,0.0
66675,BEECH,C35,Accident,2009-03-07,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,1.0,0.0
66676,EUROCOPTER,AS 350 B2,Accident,2009-03-07,Substantial,No,1.0,turbo shaft,Positioning,0.0,0.0,0.0,3.0
66677,Cessna,172,Accident,2009-03-07,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66679,TAYLORCRAFT,DCO-65,Accident,2009-03-07,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,1.0,0.0
66680,CESSNA,441,Accident,2009-03-07,Substantial,No,2.0,turbo prop,Positioning,0.0,0.0,0.0,3.0
66681,CHAMPION,7AC,Accident,2009-03-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66682,CESSNA,172H,Accident,2009-03-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66683,Cirrus Design Corporation,SR22,Incident,2009-03-07,Minor,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66685,PIPER,PA-18-150,Accident,2009-03-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66686,AERO VODOCHODY,L-29,Accident,2009-04-07,Substantial,No,1.0,turbo jet,Personal,2.0,0.0,0.0,0.0
66687,NORTH AMERICAN,T-28B,Accident,2009-04-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
66688,CESSNA,172M,Accident,2009-04-07,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66689,PIPER,PA-25-235,Accident,2009-04-07,Substantial,No,1.0,reciprocating,Banner Tow,0.0,0.0,0.0,1.0
66690,WACO,UPF-7,Accident,2009-04-07,Substantial,No,1.0,reciprocating,Other Work Use,0.0,3.0,0.0,0.0
66691,LANCAIR COMPANY,LC42-550FG,Accident,2009-04-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66692,CESSNA,172RG,Accident,2009-04-07,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66693,CONSOLIDATED AERONAUTICS INC.,LAKE LA-4-200,Accident,2009-04-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66695,PILATUS,PC-12/45,Accident,2009-05-07,Substantial,No,1.0,turbo prop,Personal,4.0,0.0,0.0,0.0
66696,CESSNA,400,Accident,2009-05-07,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
66697,CESSNA,150B,Accident,2009-05-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
66699,CESSNA,150,Accident,2009-05-07,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66700,BOEING,A75N1,Accident,2009-05-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66702,CESSNA,180,Accident,2009-05-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66703,AIRBORNE,EDGE 582 T,Accident,2009-05-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66705,PIPER,PA-28-140,Accident,2009-06-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66706,MOONEY,M20J,Incident,2009-06-07,Minor,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66707,CESSNA,182M,Accident,2009-06-07,Destroyed,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
66708,CESSNA,A185F,Accident,2009-06-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
66709,BELL,47G-3B-2,Accident,2009-07-07,Substantial,No,1.0,turbo shaft,Aerial Application,0.0,1.0,0.0,0.0
66710,RANS,S5 COYOTE,Accident,2009-07-07,Substantial,Yes,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
66711,AIR TRACTOR INC,AT-301,Accident,2009-07-07,Substantial,No,1.0,reciprocating,Instructional,1.0,0.0,0.0,0.0
66712,BELLANCA,8GCBC,Accident,2009-07-07,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,1.0,0.0
66713,CIRRUS DESIGN CORP,SR22,Accident,2009-07-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
66714,CESSNA,182Q,Accident,2009-07-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66717,CESSNA,T210N,Accident,2009-07-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,5.0
66718,CESSNA,421C,Accident,2009-08-07,Destroyed,No,2.0,reciprocating,Executive/corporate,5.0,0.0,0.0,0.0
66719,PITTS,S-2A,Accident,2009-08-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66720,CESSNA,182P,Accident,2009-08-07,Substantial,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
66721,CHRISTEN INDUSTRIES INC,PITTS S-2B,Accident,2009-08-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
66722,BELL,47G-2,Accident,2009-08-07,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
66724,PIPER,J3C,Accident,2009-08-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66726,NORTH AMERICAN,SNJ-5,Accident,2009-09-07,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66728,AIR TRACTOR INC,AT-502B,Accident,2009-10-07,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,0.0,1.0
66729,BEECH,35-A33,Accident,2009-10-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
66730,AYRES CORPORATION,S2R-T34,Accident,2009-10-07,Substantial,No,1.0,turbo prop,Other Work Use,1.0,0.0,0.0,0.0
66732,FLIGHT DESIGN GMBH,CTSW,Accident,2009-10-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66733,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,Accident,2009-10-07,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
66734,CESSNA,310,Accident,2009-10-07,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66738,PIPER,PA-28-235,Accident,2009-11-07,Substantial,No,1.0,reciprocating,Instructional,0.0,1.0,0.0,0.0
66739,AERONCA,7AC,Accident,2009-11-07,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66740,ENGINEERING & RESEARCH,415C,Accident,2009-11-07,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
66741,BELL,206B,Accident,2009-11-07,Substantial,No,1.0,turbo shaft,Aerial Application,0.0,0.0,0.0,1.0
66742,AERO COMMANDER,680-F,Accident,2009-11-07,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66744,BEECH,A36,Accident,2009-11-07,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
66746,CESSNA,U206G,Accident,2009-11-07,Minor,No,1.0,reciprocating,Skydiving,0.0,0.0,1.0,1.0
